file_number,product_code,class_code,account_type,channel,class_label,source_file,total_fee_ratio_raw,total_expense_ratio_raw,cost_1y_per_10m_krw_v2,cost_2y_per_10m_krw_v2,cost_3y_per_10m_krw,cost_5y_per_10m_krw_v2,cost_10y_per_10m_krw_v2,validation_status,validation_status_before_review,review_source_page,review_note,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26
1,KR510902511M,A,일반,불명,수수료선취형(A),R2_KR510902511M.pdf,1.4700,1.4700,250,408,574,926,1937,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
1,KR510902511M,A-E,일반,온라인,수수료선취-온라인(A-e),R2_KR510902511M.pdf,1.1200,1.1200,164,285,411,679,1449,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
1,KR510902511M,C-E,일반,온라인,수수료미징구-온라인(C-e),R2_KR510902511M.pdf,1.2700,1.2700,130,266,409,714,1587,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
1,KR510902511M,C-P,연금저축,오프라인,종류C-P 수수료미징구-오 프라인-개인연금,R2_KR510902511M.pdf,1.5700,1.5700,160,329,506,883,1962,SOURCE_PARSED,,,,,,,,,,,
1,KR510902511M,C-P2,퇴직연금/IRP,오프라인,종류C-P2 수수료미징구-오 프라인-퇴직연금,R2_KR510902511M.pdf,1.4100,1.4100,144,296,454,793,1762,SOURCE_PARSED,,,,,,,,,,,
1,KR510902511M,C-P2E,퇴직연금/IRP,온라인,종류C-P2e 수수료미징구-온 라인-퇴직연금,R2_KR510902511M.pdf,1.0900,1.0900,111,228,351,613,1362,SOURCE_PARSED,,,,,,,,,,,
1,KR510902511M,C-PE,연금저축,온라인,종류C-Pe 수수료미징구-온 라인-개인연금,R2_KR510902511M.pdf,1.1700,1.1700,119,245,377,658,1462,SOURCE_PARSED,,,,,,,,,,,
1,KR510902511M,C1,일반,오프라인,종류C1 수수료미징구-오 프라인-보수체감,R2_KR510902511M.pdf,2.0700,2.0700,212,413,601,953,1964,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
1,KR510902511M,C2,일반,오프라인,종류C2 수수료미징구-오 프라인-보수체감,R2_KR510902511M.pdf,1.8700,1.8700,,,,,,SOURCE_PARSED,,,기간별 비용 예시가 없거나 클래스 연결 실패; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
1,KR510902511M,C3,일반,오프라인,종류C3 수수료미징구-오 프라인-보수체감,R2_KR510902511M.pdf,1.6700,1.6700,,,,,,SOURCE_PARSED,,,기간별 비용 예시가 없거나 클래스 연결 실패; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
1,KR510902511M,C4,일반,오프라인,종류C4 수수료미징구-오 프라인-보수체감,R2_KR510902511M.pdf,1.4700,1.4700,,,,,,SOURCE_PARSED,,,기간별 비용 예시가 없거나 클래스 연결 실패; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
1,KR510902511M,CG,일반,오프라인,종류CG 수수료미징구-오 프라인-무권유저 비용,R2_KR510902511M.pdf,1.4200,1.4200,145,298,457,798,1774,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
1,KR510902511M,F,일반,오프라인,"종류F 수수료미징구-오 프라인-랩, 펀드 등",R2_KR510902511M.pdf,0.7700,0.7700,78,161,248,433,962,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
1,KR510902511M,S,일반,온라인슈퍼,종류S 수수료후취-온라 인슈퍼,R2_KR510902511M.pdf,1.1100,1.1100,129,233,357,624,1387,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
2,KR510902773M,C,일반,불명,수수료미징구형(C),R2_KR510902773M.pdf,1.5400,1.5400,157,323,496,866,1924,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
2,KR510902773M,C-E,연금저축,온라인,종류C-e 수수료미징구-온 라인-개인연금,R2_KR510902773M.pdf,1.0650,1.0650,109,223,343,599,1331,SOURCE_PARSED,,,,,,,,,,,
2,KR510902773M,C-F,연금저축,직판,"종류C-F 수수료미징구-직 판-개인연금, 펀 드 등",R2_KR510902773M.pdf,0.5900,0.5900,60,123,190,331,737,SOURCE_PARSED,,,,,,,,,,,
3,KR510902777M,C,일반,불명,수수료미징구형(C),R2_KR510902777M.pdf,1.5400,1.5400,157,323,496,866,1924,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
3,KR510902777M,C-E,연금저축,온라인,종류C-e 수수료미징구-온 라인-개인연금,R2_KR510902777M.pdf,1.0650,1.0650,109,223,343,599,1331,SOURCE_PARSED,,,,,,,,,,,
3,KR510902777M,C-F,연금저축,직판,"종류C-F 수수료미징구-직 판-개인연금, 펀 드 등",R2_KR510902777M.pdf,0.5900,0.5900,60,123,190,331,737,SOURCE_PARSED,,,,,,,,,,,
3,KR510902777M,S-P,연금저축,온라인슈퍼,종류S-P 수수료미징구-온 라인슈퍼-개인연 금,R2_KR510902777M.pdf,0.9700,0.9700,99,203,312,545,1212,SOURCE_PARSED,,,,,,,,,,,
4,KR5110501016,A,일반,불명,수수료선취형(A),R2_KR5110501016.pdf,0.3000,0.3000,40,72,106,178,384,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
4,KR5110501016,A-E,일반,온라인,수수료선취-온라인(A-e),R2_KR5110501016.pdf,,,26,49,72,123,267,SOURCE_PARSED_NEEDS_REVIEW,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
4,KR5110501016,AE,일반,온라인,종류Ae 수수료선취-온라 인,R2_KR5110501016.pdf,0.2000,0.2100,26,49,72,123,267,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
4,KR5110501016,AG,일반,오프라인,종류AG 수수료선취-오프 라인-무권유저비 용,R2_KR5110501016.pdf,0.2400,0.2400,31,57,84,141,306,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
4,KR5110501016,C,일반,불명,수수료미징구형(C),R2_KR5110501016.pdf,0.3900,0.3900,39,81,125,219,487,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
4,KR5110501016,C-F,일반,불명,C-F,R2_KR5110501016.pdf,,,11,23,35,61,137,SOURCE_PARSED_NEEDS_REVIEW,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
4,KR5110501016,C-I,일반,불명,C-I,R2_KR5110501016.pdf,,,20,41,64,112,249,SOURCE_PARSED_NEEDS_REVIEW,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
4,KR5110501016,C-I2,일반,불명,C-I2,R2_KR5110501016.pdf,,,15,31,48,84,187,SOURCE_PARSED_NEEDS_REVIEW,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
4,KR5110501016,C-P,연금저축,오프라인,종류C-P 수수료미징구-오 프라인-개인연금,R2_KR5110501016.pdf,0.3300,0.3400,34,71,109,191,424,SOURCE_PARSED,,,,,,,,,,,
4,KR5110501016,C-PE,연금저축,온라인,종류C-Pe 수수료미징구-온 라인-개인연금,R2_KR5110501016.pdf,0.2100,0.2200,22,46,70,123,274,SOURCE_PARSED,,,,,,,,,,,
4,KR5110501016,CE,일반,온라인,수수료미징구-온라인(Ce),R2_KR5110501016.pdf,0.2450,0.2450,25,51,79,137,306,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
4,KR5110501016,CG,일반,오프라인,종류CG 수수료미징구-오 프라인-무권유저 비용,R2_KR5110501016.pdf,0.3030,0.3030,31,63,97,170,378,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
4,KR5110501016,CRP,일반,불명,CRP,R2_KR5110501016.pdf,,,33,69,106,185,412,SOURCE_PARSED_NEEDS_REVIEW,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
4,KR5110501016,CRP-E,일반,불명,CRP-E,R2_KR5110501016.pdf,,,22,45,69,120,268,SOURCE_PARSED_NEEDS_REVIEW,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
4,KR5110501016,S,일반,온라인슈퍼,종류S 수수료후취-온라 인슈퍼,R2_KR5110501016.pdf,0.1800,0.1800,34,37,58,101,224,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
4,KR5110501016,S-P,일반,불명,S-P,R2_KR5110501016.pdf,,,16,33,51,89,199,SOURCE_PARSED_NEEDS_REVIEW,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
5,KR5110601022,A,일반,불명,수수료선취형(A),R2_KR5110601022.pdf,0.2775,0.2775,78,108,139,206,396,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
5,KR5110601022,AE,일반,온라인,수수료선취-온라인(Ae),R2_KR5110601022.pdf,0.2275,0.2275,48,72,98,152,309,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
5,KR5110601022,AG,일반,불명,AG,R2_KR5110601022.pdf,,,53,73,94,138,265,SOURCE_PARSED_NEEDS_REVIEW,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
5,KR5110601022,C,일반,불명,수수료미징구형(C),R2_KR5110601022.pdf,0.5775,0.5775,59,115,163,278,606,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
5,KR5110601022,C-2,일반,불명,C-2,R2_KR5110601022.pdf,,,18,37,57,99,221,SOURCE_PARSED_NEEDS_REVIEW,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
5,KR5110601022,C-3,일반,불명,C-3,R2_KR5110601022.pdf,,,38,79,121,212,471,SOURCE_PARSED_NEEDS_REVIEW,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
5,KR5110601022,C-P,연금저축,오프라인,종류C-P 수수료미징구-오 프라인-개인연금,R2_KR5110601022.pdf,0.4825,0.4825,49,101,155,271,603,SOURCE_PARSED,,,,,,,,,,,
5,KR5110601022,C-PE,연금저축,온라인,종류C-Pe 수수료미징구-온 라인-개인연금,R2_KR5110601022.pdf,0.3305,0.3305,33,69,106,185,413,SOURCE_PARSED,,,,,,,,,,,
5,KR5110601022,CE,일반,온라인,수수료미징구-온라인(Ce),R2_KR5110601022.pdf,0.2775,0.2775,28,58,89,156,346,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
5,KR5110601022,CG,일반,불명,CG,R2_KR5110601022.pdf,,,21,43,66,115,256,SOURCE_PARSED_NEEDS_REVIEW,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
5,KR5110601022,CI,일반,불명,CI,R2_KR5110601022.pdf,,,21,43,66,116,259,SOURCE_PARSED_NEEDS_REVIEW,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
5,KR5110601022,CRP,퇴직연금/IRP,오프라인,종류Crp 수수료미징구-오 프라인-퇴직연금,R2_KR5110601022.pdf,0.4275,0.4275,43,89,137,240,534,SOURCE_PARSED,,,,,,,,,,,
5,KR5110601022,CRP-E,일반,불명,CRP-E,R2_KR5110601022.pdf,,,31,63,97,170,378,SOURCE_PARSED_NEEDS_REVIEW,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
5,KR5110601022,S-P,일반,불명,S-P,R2_KR5110601022.pdf,,,22,45,70,122,271,SOURCE_PARSED_NEEDS_REVIEW,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
6,KR5111420047,A,일반,불명,수수료선취형(A),R2_KR5111420047.pdf,0.1736,0.1759,28,47,67,110,237,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 3종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
6,KR5111420047,A-E,일반,온라인,수수료선취- 납입금액의 0.1236 0.0500 0.25 0.1331 19 33 48 80 176 온라인(A-E),R2_KR5111420047.pdf,0.1236,0.1259,18,31,46,76,167,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 3종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
6,KR5111420047,A2,일반,불명,A2 수수료선취-오,R2_KR5111420047.pdf,0.0836,0.0857,29,38,48,68,130,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
6,KR5111420047,AG,일반,불명,AG 프라인-무권유,R2_KR5111420047.pdf,,,19,35,51,85,187,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
6,KR5111420047,C,일반,불명,수수료미징구형(C),R2_KR5111420047.pdf,0.1870,0.1893,19,40,61,107,244,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 3종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
6,KR5111420047,C-E,일반,온라인,수수료미징구- 없음 0.1303 0.0567 0.26 0.1398 14 29 45 79 180 온라인(C-E),R2_KR5111420047.pdf,0.1303,0.1327,14,28,43,75,171,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 3종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
6,KR5111420047,C-F,일반,불명,C-F 수수료미징구-,R2_KR5111420047.pdf,0.0936,0.0959,10,20,31,54,124,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
6,KR5111420047,C-P,연금저축,오프라인,수수료미징구- 오프라인- 없음 0.1770 0.1034 - 0.1864 19 39 60 106 240 개인연금(C-P),R2_KR5111420047.pdf,,,18,38,58,102,231,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 3종 존재,,,,,,,,
6,KR5111420047,C-P2,퇴직연금/IRP,오프라인,수수료미징구- 오프라인- 없음 0.1736 0.1000 - 0.1831 19 38 59 104 236 퇴직연금(C-P2),R2_KR5111420047.pdf,,,18,37,57,100,227,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재,,,,,,,,
6,KR5111420047,C-P2E,일반,온라인,C-P2E 온라인-퇴직연,R2_KR5111420047.pdf,,,13,26,41,71,162,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
6,KR5111420047,C-PE,일반,온라인,C-PE 온라인-개인연,R2_KR5111420047.pdf,,,14,28,43,75,171,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
6,KR5111420047,CG,일반,오프라인,CG 오프라인-무권,R2_KR5111420047.pdf,,,15,31,48,85,192,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
6,KR5111420047,I,일반,오프라인,I 오프라인-고액,R2_KR5111420047.pdf,,,11,22,34,60,137,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
6,KR5111420047,W,일반,불명,W 수수료미징구-,R2_KR5111420047.pdf,0.0736,0.0759,8,16,25,43,98,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,A,일반,오프라인,수수료선취형-오프라인,R2_KR5111450067.pdf,,,256,420,593,963,2065,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 3종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,A-E,일반,온라인,수수료선취-온라인,R2_KR5111450067.pdf,1.1713,1.1729,169,295,426,710,1552,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 3종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,A-U,일반,오프라인오프라인,수수료선취-오프라인-전환가능,R2_KR5111450067.pdf,1.6400,1.6400,266,441,624,1019,2193,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,AG,일반,오프라인,수수료선취-오프라인-무권유저비용,R2_KR5111450067.pdf,,,165,283,407,674,1468,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,C-E,일반,온라인,수수료미징구-온라인,R2_KR5111450067.pdf,1.4926,1.4942,153,314,483,846,1926,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 3종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,C-F,일반,오프라인,수수료미징구-오프라인-기관,R2_KR5111450067.pdf,0.8326,0.8345,86,175,270,473,1076,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,C-P,일반,오프라인,수수료미징구-오프라인-개인연금,R2_KR5111450067.pdf,1.5026,1.5042,154,316,486,852,1939,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 3종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,C-P2,일반,오프라인,수수료미징구-오프라인-퇴직연금,R2_KR5111450067.pdf,1.4026,1.4041,144,295,454,795,1810,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,C-P2E,일반,온라인,수수료미징구-온라인-퇴직연금,R2_KR5111450067.pdf,1.1026,1.1545,118,243,373,654,1488,SOURCE_PARSED,,,기간별 비용 예시가 없거나 클래스 연결 실패; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,C-PE,일반,온라인,수수료미징구-온라인-개인연금,R2_KR5111450067.pdf,1.1526,1.1826,121,248,382,670,1524,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,C1,일반,오프라인,수수료미징구-오프라인-보수체감,R2_KR5111450067.pdf,2.3026,2.3041,236,471,703,1156,2460,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 3종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,C2,일반,오프라인,수수료미징구-오프라인-보수체감,R2_KR5111450067.pdf,2.1776,2.1793,,,,,,SOURCE_PARSED,,,기간별 비용 예시가 없거나 클래스 연결 실패; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,C3,일반,오프라인,수수료미징구-오프라인-보수체감,R2_KR5111450067.pdf,2.0526,2.0540,,,,,,SOURCE_PARSED,,,기간별 비용 예시가 없거나 클래스 연결 실패; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,C4,일반,오프라인,수수료미징구-오프라인-보수체감,R2_KR5111450067.pdf,1.9276,1.9291,,,,,,SOURCE_PARSED,,,기간별 비용 예시가 없거나 클래스 연결 실패; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,C5,일반,오프라인,수수료미징구-오프라인-보수체감,R2_KR5111450067.pdf,1.8026,1.8042,,,,,,SOURCE_PARSED,,,기간별 비용 예시가 없거나 클래스 연결 실패; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,CG,일반,오프라인,수수료미징구-오프라인-무권유저비용,R2_KR5111450067.pdf,,,157,322,495,868,1976,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,S,일반,온라인,수수료후취-온라인슈퍼,R2_KR5111450067.pdf,1.1026,1.1044,113,232,357,625,1423,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,S-P2,일반,온라인,수수료미징구-온 라인슈퍼-퇴직연 금,R2_KR5111450067.pdf,,,103,211,324,568,1292,SOURCE_PARSED_NEEDS_REVIEW,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
7,KR5111450067,W,일반,오프라인,수수료미징구-오프라인-랩,R2_KR5111450067.pdf,0.8026,0.8044,82,169,260,455,1037,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
8,KR5113420012,C,일반,불명,수수료후취형 또는 판 수수료 (C),R2_KR5113420012.pdf,0.5440,0.5517,57,116,177,309,693,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
8,KR5113420012,C-E,연금저축,온라인,수수료미징구-온라인-개인연금 (C-e),R2_KR5113420012.pdf,0.3490,0.3564,37,75,115,200,452,SOURCE_PARSED,,,,,,,,,,,
8,KR5113420012,S-P,연금저축,온라인슈퍼,수수료미징구-온라인슈퍼-개인연금 (S-P),R2_KR5113420012.pdf,,,29,59,90,157,355,SOURCE_PARSED_NEEDS_REVIEW,,,,,,,,,,,
9,KR5113420013,C,일반,불명,수수료후취형 또는 판 수수료 (C),R2_KR5113420013.pdf,0.5440,0.5468,57,116,179,311,698,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
9,KR5113420013,C-E,연금저축,온라인,수수료미징구-온라인-개인연금 (C-e),R2_KR5113420013.pdf,0.3490,0.3517,36,74,113,198,446,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 3종 존재,,,,,,,,
9,KR5113420013,C-F,연금저축,오프라인,"수수료미징구-오프라인-개인연금,기관 (C-F)",R2_KR5113420013.pdf,0.1840,0.1840,,,,,,SOURCE_PARSED,,,기간별 비용 예시가 없거나 클래스 연결 실패,,,,,,,,
9,KR5113420013,C-R,퇴직연금/IRP,오프라인,수수료미징구-오프라인-퇴직연금 (C-R),R2_KR5113420013.pdf,0.5390,0.5390,55,113,173,302,677,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재,,,,,,,,
9,KR5113420013,C-RF,퇴직연금/IRP,오프라인,"수수료미징구-오프라인-퇴직연금,기관 (C-RF)",R2_KR5113420013.pdf,0.1740,0.1740,,,,,,SOURCE_PARSED,,,기간별 비용 예시가 없거나 클래스 연결 실패,,,,,,,,
9,KR5113420013,C-RJ,퇴직연금/IRP,직판,수수료미징구-직판-퇴직연금 (C-RJ),R2_KR5113420013.pdf,0.1540,0.1540,16,32,50,87,197,SOURCE_PARSED,,,,,,,,,,,
9,KR5113420013,S-P,연금저축,온라인슈퍼,수수료미징구-온라인슈퍼-개인연금 (S-P),R2_KR5113420013.pdf,,,28,58,88,155,349,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재,,,,,,,,
10,KR5113420015,C,일반,불명,수수료후취형 또는 판 수수료 (C),R2_KR5113420015.pdf,0.5440,0.5468,57,116,179,311,698,SOURCE_PARSED,,,일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
10,KR5113420015,C-E,연금저축,온라인,수수료미징구-온라인-개인연금 (C-e),R2_KR5113420015.pdf,0.3490,0.3517,36,74,113,198,446,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 3종 존재,,,,,,,,
10,KR5113420015,C-F,연금저축,오프라인,"수수료미징구-오프라인-개인연금,기관 (C-F)",R2_KR5113420015.pdf,0.1840,0.1840,,,,,,SOURCE_PARSED,,,기간별 비용 예시가 없거나 클래스 연결 실패,,,,,,,,
10,KR5113420015,C-R,퇴직연금/IRP,오프라인,수수료미징구-오프라인-퇴직연금 (C-R),R2_KR5113420015.pdf,0.5390,0.5390,55,113,173,302,677,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재,,,,,,,,
10,KR5113420015,C-RF,퇴직연금/IRP,오프라인,"수수료미징구-오프라인-퇴직연금,기관 (C-RF)",R2_KR5113420015.pdf,0.1740,0.1740,,,,,,SOURCE_PARSED,,,기간별 비용 예시가 없거나 클래스 연결 실패,,,,,,,,
10,KR5113420015,C-RJ,퇴직연금/IRP,직판,수수료미징구-직판-퇴직연금 (C-RJ),R2_KR5113420015.pdf,0.1540,0.1540,16,32,50,87,197,SOURCE_PARSED,,,,,,,,,,,
10,KR5113420015,S-P,연금저축,온라인슈퍼,수수료미징구-온라인슈퍼-개인연금 (S-P),R2_KR5113420015.pdf,,,28,58,88,155,349,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재,,,,,,,,
11,KR5113420069,A,일반,불명,수수료선취형(A),R2_KR5113420069.pdf,0.3910,0.3934,42,84,129,223,500,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 2종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
11,KR5113420069,A-E,일반,온라인,수수료선취-온라인 (A-e),R2_KR5113420069.pdf,0.2860,0.2885,31,62,94,163,368,SOURCE_PARSED_NEEDS_REVIEW,,,기간별 비용표에 서로 다른 값 3종 존재; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
11,KR5113420069,A-G,일반,오프라인,수수료선취-오프라인-무권유저비용 (A-G),R2_KR5113420069.pdf,0.3280,0.3280,"35,000","70,000","107,000","186,000","418,000",SOURCE_PARSED,,,기간별 비용 예시가 없거나 클래스 연결 실패; 일반 클래스: Cost Guard 연금 비교 대상 여부 별도 판단,,,,,,,,
